CHASSIS,CHANNEL,CONNECTOR,SIGNAL,CUSTNAME,USE,DESC,COUPLING,EGU,ESLO,EOFF,LOLOlim,LOlim,HIlim,HIHIlim
25,1,DB2,769,25-DB2-01-0769,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,2,DB2,770,25-DB2-02-0770,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,3,DB2,771,25-DB2-03-0771,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,4,DB2,772,25-DB2-04-0772,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,5,DB2,773,25-DB2-05-0773,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,6,DB2,774,25-DB2-06-0774,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,7,DB2,775,25-DB2-07-0775,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,8,DB2,776,25-DB2-08-0776,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,9,DB2,777,25-DB2-09-0777,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,10,DB2,778,25-DB2-10-0778,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,11,DB2,779,25-DB2-11-0779,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,12,DB2,780,25-DB2-12-0780,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,13,DB2,781,25-DB2-13-0781,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,14,DB2,782,25-DB2-14-0782,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,15,DB2,783,25-DB2-15-0783,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,16,DB2,784,25-DB2-16-0784,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,17,DB1,785,25-DB1-17-0785,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,18,DB1,786,25-DB1-18-0786,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,19,DB1,787,25-DB1-19-0787,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,20,DB1,788,25-DB1-20-0788,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,21,DB1,789,25-DB1-21-0789,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,22,DB1,790,25-DB1-22-0790,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,23,DB1,791,25-DB1-23-0791,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,24,DB1,792,25-DB1-24-0792,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,25,DB1,793,25-DB1-25-0793,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,26,DB1,794,25-DB1-26-0794,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,27,DB1,795,25-DB1-27-0795,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,28,DB1,796,25-DB1-28-0796,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,29,DB1,797,25-DB1-29-0797,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,30,DB1,798,25-DB1-30-0798,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,31,DB1,799,25-DB1-31-0799,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
25,32,DB1,800,25-DB1-32-0800,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,1,DB2,801,26-DB2-01-0801,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,2,DB2,802,26-DB2-02-0802,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,3,DB2,803,26-DB2-03-0803,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,4,DB2,804,26-DB2-04-0804,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,5,DB2,805,26-DB2-05-0805,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,6,DB2,806,26-DB2-06-0806,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,7,DB2,807,26-DB2-07-0807,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,8,DB2,808,26-DB2-08-0808,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,9,DB2,809,26-DB2-09-0809,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,10,DB2,810,26-DB2-10-0810,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,11,DB2,811,26-DB2-11-0811,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,12,DB2,812,26-DB2-12-0812,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,13,DB2,813,26-DB2-13-0813,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,14,DB2,814,26-DB2-14-0814,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,15,DB2,815,26-DB2-15-0815,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,16,DB2,816,26-DB2-16-0816,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,17,DB1,817,26-DB1-17-0817,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,18,DB1,818,26-DB1-18-0818,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,19,DB1,819,26-DB1-19-0819,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,20,DB1,820,26-DB1-20-0820,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,21,DB1,821,26-DB1-21-0821,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,22,DB1,822,26-DB1-22-0822,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,23,DB1,823,26-DB1-23-0823,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,24,DB1,824,26-DB1-24-0824,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,25,DB1,825,26-DB1-25-0825,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,26,DB1,826,26-DB1-26-0826,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,27,DB1,827,26-DB1-27-0827,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,28,DB1,828,26-DB1-28-0828,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,29,DB1,829,26-DB1-29-0829,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,30,DB1,830,26-DB1-30-0830,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,31,DB1,831,26-DB1-31-0831,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
26,32,DB1,832,26-DB1-32-0832,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,1,DB2,833,27-DB2-01-0833,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,2,DB2,834,27-DB2-02-0834,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,3,DB2,835,27-DB2-03-0835,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,4,DB2,836,27-DB2-04-0836,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,5,DB2,837,27-DB2-05-0837,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,6,DB2,838,27-DB2-06-0838,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,7,DB2,839,27-DB2-07-0839,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,8,DB2,840,27-DB2-08-0840,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,9,DB2,841,27-DB2-09-0841,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,10,DB2,842,27-DB2-10-0842,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,11,DB2,843,27-DB2-11-0843,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,12,DB2,844,27-DB2-12-0844,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,13,DB2,845,27-DB2-13-0845,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,14,DB2,846,27-DB2-14-0846,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,15,DB2,847,27-DB2-15-0847,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,16,DB2,848,27-DB2-16-0848,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,17,DB1,849,27-DB1-17-0849,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,18,DB1,850,27-DB1-18-0850,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,19,DB1,851,27-DB1-19-0851,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,20,DB1,852,27-DB1-20-0852,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,21,DB1,853,27-DB1-21-0853,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,22,DB1,854,27-DB1-22-0854,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,23,DB1,855,27-DB1-23-0855,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,24,DB1,856,27-DB1-24-0856,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,25,DB1,857,27-DB1-25-0857,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,26,DB1,858,27-DB1-26-0858,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,27,DB1,859,27-DB1-27-0859,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,28,DB1,860,27-DB1-28-0860,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,29,DB1,861,27-DB1-29-0861,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,30,DB1,862,27-DB1-30-0862,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,31,DB1,863,27-DB1-31-0863,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
27,32,DB1,864,27-DB1-32-0864,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,1,DB2,865,28-DB2-01-0865,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,2,DB2,866,28-DB2-02-0866,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,3,DB2,867,28-DB2-03-0867,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,4,DB2,868,28-DB2-04-0868,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,5,DB2,869,28-DB2-05-0869,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,6,DB2,870,28-DB2-06-0870,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,7,DB2,871,28-DB2-07-0871,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,8,DB2,872,28-DB2-08-0872,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,9,DB2,873,28-DB2-09-0873,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,10,DB2,874,28-DB2-10-0874,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,11,DB2,875,28-DB2-11-0875,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,12,DB2,876,28-DB2-12-0876,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,13,DB2,877,28-DB2-13-0877,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,14,DB2,878,28-DB2-14-0878,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,15,DB2,879,28-DB2-15-0879,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,16,DB2,880,28-DB2-16-0880,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,17,DB1,881,28-DB1-17-0881,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,18,DB1,882,28-DB1-18-0882,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,19,DB1,883,28-DB1-19-0883,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,20,DB1,884,28-DB1-20-0884,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,21,DB1,885,28-DB1-21-0885,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,22,DB1,886,28-DB1-22-0886,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,23,DB1,887,28-DB1-23-0887,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,24,DB1,888,28-DB1-24-0888,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,25,DB1,889,28-DB1-25-0889,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,26,DB1,890,28-DB1-26-0890,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,27,DB1,891,28-DB1-27-0891,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,28,DB1,892,28-DB1-28-0892,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,29,DB1,893,28-DB1-29-0893,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,30,DB1,894,28-DB1-30-0894,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,31,DB1,895,28-DB1-31-0895,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
28,32,DB1,896,28-DB1-32-0896,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,1,DB2,897,29-DB2-01-0897,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,2,DB2,898,29-DB2-02-0898,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,3,DB2,899,29-DB2-03-0899,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,4,DB2,900,29-DB2-04-0900,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,5,DB2,901,29-DB2-05-0901,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,6,DB2,902,29-DB2-06-0902,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,7,DB2,903,29-DB2-07-0903,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,8,DB2,904,29-DB2-08-0904,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,9,DB2,905,29-DB2-09-0905,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,10,DB2,906,29-DB2-10-0906,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,11,DB2,907,29-DB2-11-0907,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,12,DB2,908,29-DB2-12-0908,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,13,DB2,909,29-DB2-13-0909,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,14,DB2,910,29-DB2-14-0910,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,15,DB2,911,29-DB2-15-0911,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,16,DB2,912,29-DB2-16-0912,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,17,DB1,913,29-DB1-17-0913,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,18,DB1,914,29-DB1-18-0914,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,19,DB1,915,29-DB1-19-0915,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,20,DB1,916,29-DB1-20-0916,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,21,DB1,917,29-DB1-21-0917,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,22,DB1,918,29-DB1-22-0918,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,23,DB1,919,29-DB1-23-0919,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,24,DB1,920,29-DB1-24-0920,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,25,DB1,921,29-DB1-25-0921,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,26,DB1,922,29-DB1-26-0922,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,27,DB1,923,29-DB1-27-0923,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,28,DB1,924,29-DB1-28-0924,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,29,DB1,925,29-DB1-29-0925,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,30,DB1,926,29-DB1-30-0926,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,31,DB1,927,29-DB1-31-0927,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
29,32,DB1,928,29-DB1-32-0928,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,1,DB2,929,30-DB2-01-0929,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,2,DB2,930,30-DB2-02-0930,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,3,DB2,931,30-DB2-03-0931,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,4,DB2,932,30-DB2-04-0932,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,5,DB2,933,30-DB2-05-0933,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,6,DB2,934,30-DB2-06-0934,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,7,DB2,935,30-DB2-07-0935,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,8,DB2,936,30-DB2-08-0936,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,9,DB2,937,30-DB2-09-0937,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,10,DB2,938,30-DB2-10-0938,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,11,DB2,939,30-DB2-11-0939,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,12,DB2,940,30-DB2-12-0940,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,13,DB2,941,30-DB2-13-0941,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,14,DB2,942,30-DB2-14-0942,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,15,DB2,943,30-DB2-15-0943,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,16,DB2,944,30-DB2-16-0944,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,17,DB1,945,30-DB1-17-0945,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,18,DB1,946,30-DB1-18-0946,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,19,DB1,947,30-DB1-19-0947,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,20,DB1,948,30-DB1-20-0948,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,21,DB1,949,30-DB1-21-0949,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,22,DB1,950,30-DB1-22-0950,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,23,DB1,951,30-DB1-23-0951,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,24,DB1,952,30-DB1-24-0952,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,25,DB1,953,30-DB1-25-0953,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,26,DB1,954,30-DB1-26-0954,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,27,DB1,955,30-DB1-27-0955,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,28,DB1,956,30-DB1-28-0956,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,29,DB1,957,30-DB1-29-0957,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,30,DB1,958,30-DB1-30-0958,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,31,DB1,959,30-DB1-31-0959,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
30,32,DB1,960,30-DB1-32-0960,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,1,DB2,961,31-DB2-01-0961,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,2,DB2,962,31-DB2-02-0962,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,3,DB2,963,31-DB2-03-0963,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,4,DB2,964,31-DB2-04-0964,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,5,DB2,965,31-DB2-05-0965,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,6,DB2,966,31-DB2-06-0966,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,7,DB2,967,31-DB2-07-0967,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,8,DB2,968,31-DB2-08-0968,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,9,DB2,969,31-DB2-09-0969,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,10,DB2,970,31-DB2-10-0970,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,11,DB2,971,31-DB2-11-0971,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,12,DB2,972,31-DB2-12-0972,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,13,DB2,973,31-DB2-13-0973,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,14,DB2,974,31-DB2-14-0974,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,15,DB2,975,31-DB2-15-0975,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,16,DB2,976,31-DB2-16-0976,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,17,DB1,977,31-DB1-17-0977,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,18,DB1,978,31-DB1-18-0978,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,19,DB1,979,31-DB1-19-0979,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,20,DB1,980,31-DB1-20-0980,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,21,DB1,981,31-DB1-21-0981,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,22,DB1,982,31-DB1-22-0982,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,23,DB1,983,31-DB1-23-0983,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,24,DB1,984,31-DB1-24-0984,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,25,DB1,985,31-DB1-25-0985,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,26,DB1,986,31-DB1-26-0986,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,27,DB1,987,31-DB1-27-0987,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,28,DB1,988,31-DB1-28-0988,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,29,DB1,989,31-DB1-29-0989,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,30,DB1,990,31-DB1-30-0990,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,31,DB1,991,31-DB1-31-0991,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
31,32,DB1,992,31-DB1-32-0992,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,1,DB2,993,32-DB2-01-0993,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,2,DB2,994,32-DB2-02-0994,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,3,DB2,995,32-DB2-03-0995,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,4,DB2,996,32-DB2-04-0996,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,5,DB2,997,32-DB2-05-0997,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,6,DB2,998,32-DB2-06-0998,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,7,DB2,999,32-DB2-07-0999,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,8,DB2,1000,32-DB2-08-1000,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,9,DB2,1001,32-DB2-09-1001,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,10,DB2,1002,32-DB2-10-1002,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,11,DB2,1003,32-DB2-11-1003,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,12,DB2,1004,32-DB2-12-1004,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,13,DB2,1005,32-DB2-13-1005,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,14,DB2,1006,32-DB2-14-1006,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,15,DB2,1007,32-DB2-15-1007,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,16,DB2,1008,32-DB2-16-1008,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,17,DB1,1009,32-DB1-17-1009,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,18,DB1,1010,32-DB1-18-1010,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,19,DB1,1011,32-DB1-19-1011,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,20,DB1,1012,32-DB1-20-1012,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,21,DB1,1013,32-DB1-21-1013,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,22,DB1,1014,32-DB1-22-1014,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,23,DB1,1015,32-DB1-23-1015,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,24,DB1,1016,32-DB1-24-1016,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,25,DB1,1017,32-DB1-25-1017,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,26,DB1,1018,32-DB1-26-1018,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,27,DB1,1019,32-DB1-27-1019,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,28,DB1,1020,32-DB1-28-1020,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,29,DB1,1021,32-DB1-29-1021,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,30,DB1,1022,32-DB1-30-1022,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,31,DB1,1023,32-DB1-31-1023,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
32,32,DB1,1024,32-DB1-32-1024,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
